-5.000000;-0.705097;-0.705097;-0.387030
-4.900000;-0.806135;-0.231342;-0.948261
-4.800000;-0.909884;0.106374;-1.252674
-4.700000;-1.012308;0.326071;-1.367917
-4.600000;-1.102643;0.444529;-1.350101
-4.500000;-1.165234;0.477319;-1.245124
-4.400000;-1.182543;0.438824;-1.089894
-4.300000;-1.139642;0.342275;-0.913452
-4.200000;-1.029758;0.199783;-0.738006
-4.100000;-0.859524;0.022372;-0.579882
-4.000000;-0.651836;-0.179981;-0.450385
-3.900000;-0.444294;-0.398314;-0.356592
-3.800000;-0.282426;-0.624636;-0.302062
-3.700000;-0.208918;-0.851888;-0.287478
-3.600000;-0.252051;-1.073902;-0.311228
-3.500000;-0.417366;-1.285359;-0.369922
-3.400000;-0.685648;-1.481746;-0.458841
-3.300000;-1.017971;-1.659310;-0.572347
-3.200000;-1.365869;-1.815020;-0.704230
-3.100000;-1.682993;-1.946518;-0.848011
-3.000000;-1.934478;-2.052075;-0.997203
-2.900000;-2.101685;-2.130548;-1.145522
-2.800000;-2.182000;-2.181338;-1.287072
-2.700000;-2.185112;-2.204343;-1.416486
-2.600000;-2.127827;-2.199914;-1.529036
-2.500000;-2.029215;-2.168814;-1.620716
-2.400000;-1.907056;-2.112177;-1.688300
-2.300000;-1.775814;-2.031462;-1.729368
-2.200000;-1.645854;-1.928416;-1.742320
-2.100000;-1.523486;-1.805031;-1.726363
-2.000000;-1.411414;-1.663509;-1.681488
-1.900000;-1.309351;-1.506219;-1.608429
-1.800000;-1.214654;-1.335664;-1.508608
-1.700000;-1.122953;-1.154445;-1.384073
-1.600000;-1.028801;-0.965226;-1.237426
-1.500000;-0.926367;-0.770703;-1.071745
-1.400000;-0.810160;-0.573568;-0.890501
-1.300000;-0.675742;-0.376487;-0.697471
-1.200000;-0.520326;-0.182065;-0.496650
-1.100000;-0.343182;0.007175;-0.292164
-1.000000;-0.145784;0.188821;-0.088183
-0.900000;0.068313;0.360592;0.111164
-0.800000;0.293776;0.520359;0.301872
-0.700000;0.523888;0.666167;0.480134
-0.600000;0.750902;0.796249;0.642411
-0.500000;0.966303;0.909041;0.785501
-0.400000;1.161020;1.003200;0.906590
-0.300000;1.325733;1.077610;1.003310
-0.200000;1.451449;1.131393;1.073771
-0.100000;1.530443;1.163917;1.116604
-0.000000;1.557408;1.174800;1.130974
0.100000;1.530443;1.163917;1.116604
0.200000;1.451449;1.131393;1.073771
0.300000;1.325733;1.077610;1.003310
0.400000;1.161020;1.003200;0.906590
0.500000;0.966303;0.909041;0.785501
0.600000;0.750902;0.796249;0.642411
0.700000;0.523888;0.666167;0.480134
0.800000;0.293776;0.520359;0.301872
0.900000;0.068313;0.360592;0.111164
1.000000;-0.145784;0.188821;-0.088183
1.100000;-0.343182;0.007175;-0.292164
1.200000;-0.520326;-0.182065;-0.496650
1.300000;-0.675742;-0.376487;-0.697471
1.400000;-0.810160;-0.573568;-0.890501
1.500000;-0.926367;-0.770703;-1.071745
1.600000;-1.028801;-0.965226;-1.237426
1.700000;-1.122953;-1.154445;-1.384073
1.800000;-1.214654;-1.335664;-1.508608
1.900000;-1.309351;-1.506219;-1.608429
2.000000;-1.411414;-1.663509;-1.681488
2.100000;-1.523486;-1.805031;-1.726363
2.200000;-1.645854;-1.928416;-1.742320
2.300000;-1.775814;-2.031462;-1.729368
2.400000;-1.907056;-2.112177;-1.688300
2.500000;-2.029215;-2.168814;-1.620716
2.600000;-2.127827;-2.199914;-1.529036
2.700000;-2.185112;-2.204343;-1.416486
2.800000;-2.182000;-2.181338;-1.287072
2.900000;-2.101685;-2.130548;-1.145522
3.000000;-1.934478;-2.052075;-0.997203
3.100000;-1.682993;-1.946518;-0.848011
3.200000;-1.365869;-1.815020;-0.704230
3.300000;-1.017971;-1.659310;-0.572347
3.400000;-0.685648;-1.481746;-0.458841
3.500000;-0.417366;-1.285359;-0.369922
3.600000;-0.252051;-1.073902;-0.311228
3.700000;-0.208918;-0.851888;-0.287478
3.800000;-0.282426;-0.624636;-0.302062
3.900000;-0.444294;-0.398314;-0.356592
4.000000;-0.651836;-0.179981;-0.450385
4.100000;-0.859524;0.022372;-0.579882
4.200000;-1.029758;0.199783;-0.738006
4.300000;-1.139642;0.342275;-0.913452
4.400000;-1.182543;0.438824;-1.089894
4.500000;-1.165234;0.477319;-1.245124
4.600000;-1.102643;0.444529;-1.350101
4.700000;-1.012308;0.326071;-1.367917
4.800000;-0.909884;0.106374;-1.252674
4.900000;-0.806135;-0.231342;-0.948261
5.000000;-0.705097;-0.705097;-0.387030
1.64255 0.956163
